Report Number,Date Reported,Date of Occurrence,Time of Occurrence,City,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Police Deployed,Case Closed,Date Case Closed,TimeOccurrence
8511,,2020-12-20 14:00:00,20-12-2020 19:15,3,520,11,43,1,3,3,7,0,,19:15
8512,,2020-12-20 15:00:00,21-12-2020 02:14,27,406,12,65,0,5,1,19,0,,02:14
8513,,2020-12-20 16:00:00,21-12-2020 12:59,5,136,15,23,0,6,3,3,0,,12:59
8514,,2020-12-20 17:00:00,21-12-2020 14:29,23,288,6,74,0,1,1,14,0,,14:29
8515,,2020-12-20 18:00:00,20-12-2020 23:10,17,471,2,73,0,3,1,10,0,,23:10
8516,,2020-12-20 19:00:00,21-12-2020 06:59,4,436,12,70,1,2,1,7,1,2020-12-29 11:00:00,06:59
8517,,2020-12-20 20:00:00,21-12-2020 15:38,14,294,6,34,0,3,1,12,1,2021-02-22 15:00:00,15:38
8518,,2020-12-20 21:00:00,21-12-2020 15:34,21,566,14,20,0,4,1,3,1,2020-12-28 04:00:00,15:34
8519,,2020-12-20 22:00:00,21-12-2020 05:21,13,276,9,65,0,4,1,1,1,2021-03-06 10:00:00,05:21
8520,,2020-12-20 23:00:00,21-12-2020 18:47,3,236,1,67,0,2,3,14,1,2021-01-14 03:00:00,18:47
8521,,2020-12-21 00:00:00,21-12-2020 19:01,17,295,7,60,1,5,1,9,0,,19:01
8522,,2020-12-21 01:00:00,21-12-2020 19:37,4,336,11,59,1,3,3,6,1,2021-02-26 07:00:00,19:37
8523,,2020-12-21 02:00:00,21-12-2020 21:49,14,511,8,33,0,3,0,15,0,,21:49
8524,,2020-12-21 03:00:00,22-12-2020 02:19,1,558,17,18,0,1,1,17,0,,02:19
8525,,2020-12-21 04:00:00,21-12-2020 20:06,0,218,3,71,0,6,1,16,0,,20:06
8526,,2020-12-21 05:00:00,21-12-2020 22:45,1,531,5,78,0,2,3,3,0,,22:45
8527,,2020-12-21 06:00:00,21-12-2020 23:06,27,454,10,33,1,1,1,12,1,2022-07-29 05:00:00,23:06
8528,,2020-12-21 07:00:00,21-12-2020 11:03,5,507,14,17,1,6,1,11,1,2021-01-13 09:00:00,11:03
8529,,2020-12-21 08:00:00,21-12-2020 13:27,5,334,0,35,0,4,0,7,1,2021-02-10 17:00:00,13:27
8530,,2020-12-21 09:00:00,21-12-2020 18:38,5,581,6,44,1,2,1,9,1,2021-02-13 01:00:00,18:38
8531,,2020-12-21 10:00:00,22-12-2020 00:09,17,251,16,45,0,2,3,6,1,2022-01-21 09:00:00,00:09
8532,,2020-12-21 11:00:00,22-12-2020 02:10,5,478,5,38,0,0,3,5,1,2021-02-19 14:00:00,02:10
8533,,2020-12-21 12:00:00,22-12-2020 03:37,5,381,1,29,0,4,3,11,0,,03:37
8534,,2020-12-21 13:00:00,22-12-2020 06:55,14,454,12,30,0,3,1,13,1,2021-03-09 20:00:00,06:55
8535,,2020-12-21 14:00:00,21-12-2020 14:12,15,456,16,61,0,4,3,14,1,2022-01-07 19:00:00,14:12
8536,,2020-12-21 15:00:00,22-12-2020 03:17,5,458,4,53,0,0,1,2,0,,03:17
8537,,2020-12-21 16:00:00,21-12-2020 16:10,20,176,17,69,1,3,1,17,1,2021-02-01 05:00:00,16:10
8538,,2020-12-21 17:00:00,22-12-2020 00:35,7,517,7,38,1,0,1,5,0,,00:35
8539,,2020-12-21 18:00:00,22-12-2020 00:37,17,266,3,78,0,1,1,17,0,,00:37
8540,,2020-12-21 19:00:00,22-12-2020 07:15,5,390,12,14,1,5,1,10,1,2021-02-14 16:00:00,07:15
8541,,2020-12-21 20:00:00,22-12-2020 15:03,24,265,20,24,0,6,3,2,0,,15:03
8542,,2020-12-21 21:00:00,22-12-2020 08:17,4,524,12,52,1,6,1,5,0,,08:17
8543,,2020-12-21 22:00:00,22-12-2020 11:23,17,598,17,23,1,4,1,16,0,,11:23
8544,,2020-12-21 23:00:00,22-12-2020 04:37,8,288,8,62,0,0,0,3,1,2021-02-23 12:00:00,04:37
8545,,2020-12-22 00:00:00,22-12-2020 10:13,24,152,15,16,1,1,3,9,0,,10:13
8546,,2020-12-22 01:00:00,22-12-2020 14:25,18,237,3,61,0,2,1,1,0,,14:25
8547,,2020-12-22 02:00:00,22-12-2020 22:03,25,470,10,64,0,0,1,6,0,,22:03
8548,,2020-12-22 03:00:00,22-12-2020 15:14,3,271,9,46,0,2,1,6,1,2021-02-20 05:00:00,15:14
8549,,2020-12-22 04:00:00,22-12-2020 05:48,8,304,12,48,0,5,1,9,0,,05:48
8550,,2020-12-22 05:00:00,22-12-2020 09:39,28,202,1,69,1,4,3,8,0,,09:39
8551,,2020-12-22 06:00:00,22-12-2020 22:20,17,195,3,76,0,6,1,6,0,,22:20
8552,,2020-12-22 07:00:00,22-12-2020 17:57,4,381,0,71,1,6,0,19,0,,17:57
8553,,2020-12-22 08:00:00,22-12-2020 19:57,17,242,7,25,0,2,1,12,1,2021-02-17 14:00:00,19:57
8554,,2020-12-22 09:00:00,22-12-2020 20:49,8,263,15,19,0,5,3,7,0,,20:49
8555,,2020-12-22 10:00:00,22-12-2020 20:29,28,188,8,50,1,0,0,3,0,,20:29
8556,,2020-12-22 11:00:00,23-12-2020 04:04,10,559,1,24,0,0,3,11,1,2021-01-26 17:00:00,04:04
8557,,2020-12-22 12:00:00,23-12-2020 03:45,15,462,9,31,0,1,1,8,0,,03:45
8558,,2020-12-22 13:00:00,23-12-2020 07:57,18,193,15,52,0,0,3,6,1,2021-05-29 20:00:00,07:57
8559,,2020-12-22 14:00:00,22-12-2020 14:25,8,564,20,40,0,2,3,1,1,2021-02-26 10:00:00,14:25
8560,,2020-12-22 15:00:00,23-12-2020 06:39,12,414,18,56,0,5,2,13,0,,06:39
8561,,2020-12-22 16:00:00,23-12-2020 09:28,12,384,10,26,1,0,1,8,1,2022-01-05 01:00:00,09:28
8562,,2020-12-22 17:00:00,23-12-2020 06:26,5,204,4,10,0,3,1,8,0,,06:26
8563,,2020-12-22 18:00:00,22-12-2020 19:26,2,472,11,52,0,1,3,11,1,2021-03-18 13:00:00,19:26
8564,,2020-12-22 19:00:00,23-12-2020 13:14,9,448,7,25,1,1,1,11,1,2021-01-17 03:00:00,13:14
8565,,2020-12-22 20:00:00,23-12-2020 15:56,17,159,7,30,1,1,1,17,0,,15:56
8566,,2020-12-22 21:00:00,23-12-2020 01:25,8,469,4,55,0,1,1,18,1,2021-02-20 07:00:00,01:25
8567,,2020-12-22 22:00:00,23-12-2020 01:03,6,202,12,55,1,5,1,4,0,,01:03
8568,,2020-12-22 23:00:00,23-12-2020 14:23,5,390,0,15,0,5,0,6,1,2021-01-21 09:00:00,14:23
8569,,2020-12-23 00:00:00,23-12-2020 10:47,15,479,12,61,1,4,1,4,0,,10:47
8570,,2020-12-23 01:00:00,23-12-2020 13:30,5,225,8,11,0,2,0,11,1,2021-03-01 10:00:00,13:30
8571,,2020-12-23 02:00:00,23-12-2020 07:17,1,255,8,39,0,1,0,3,1,2021-03-03 23:00:00,07:17
8572,,2020-12-23 03:00:00,23-12-2020 07:39,4,365,7,62,0,3,1,17,1,2021-02-15 05:00:00,07:39
8573,,2020-12-23 04:00:00,23-12-2020 14:28,1,467,17,19,0,0,1,14,1,2021-02-13 11:00:00,14:28
8574,,2020-12-23 05:00:00,23-12-2020 08:45,27,156,9,54,1,4,1,7,1,2021-03-19 03:00:00,08:45
8575,,2020-12-23 06:00:00,23-12-2020 10:32,20,575,1,51,0,2,3,2,1,2021-01-13 20:00:00,10:32
8576,,2020-12-23 07:00:00,24-12-2020 00:05,1,512,3,24,0,5,1,11,1,2021-03-05 03:00:00,00:05
8577,,2020-12-23 08:00:00,23-12-2020 12:16,7,534,13,31,0,5,1,19,0,,12:16
8578,,2020-12-23 09:00:00,24-12-2020 03:04,8,384,16,30,0,6,3,4,1,2022-03-03 21:00:00,03:04
8579,,2020-12-23 10:00:00,23-12-2020 20:42,13,134,1,31,0,4,3,9,0,,20:42
8580,,2020-12-23 11:00:00,24-12-2020 04:59,13,310,11,46,0,0,3,15,1,2020-12-31 21:00:00,04:59
8581,,2020-12-23 12:00:00,24-12-2020 06:57,4,273,6,51,1,1,1,19,1,2021-03-11 18:00:00,06:57
8582,,2020-12-23 13:00:00,24-12-2020 04:17,24,314,18,75,0,6,2,16,0,,04:17
8583,,2020-12-23 14:00:00,23-12-2020 14:01,4,198,9,39,0,5,1,8,0,,14:01
8584,,2020-12-23 15:00:00,23-12-2020 19:26,13,246,13,30,1,2,1,19,1,2021-01-29 01:00:00,19:26
8585,,2020-12-23 16:00:00,24-12-2020 11:02,8,136,14,25,1,6,1,17,1,2021-01-09 20:00:00,11:02
8586,,2020-12-23 17:00:00,24-12-2020 02:03,21,430,13,79,1,6,1,14,0,,02:03
8587,,2020-12-23 18:00:00,24-12-2020 14:05,10,404,15,28,1,4,3,4,1,2021-05-03 19:00:00,14:05
8588,,2020-12-23 19:00:00,23-12-2020 21:43,17,307,12,43,0,0,1,3,0,,21:43
8589,,2020-12-23 20:00:00,24-12-2020 12:13,20,153,1,45,1,5,3,17,1,2021-02-15 03:00:00,12:13
8590,,2020-12-23 21:00:00,24-12-2020 07:36,18,585,7,44,0,4,1,15,1,2021-01-07 22:00:00,07:36
8591,,2020-12-23 22:00:00,24-12-2020 09:50,21,311,8,45,0,6,0,19,0,,09:50
8592,,2020-12-23 23:00:00,24-12-2020 20:34,13,228,15,13,1,6,3,12,1,2021-04-11 16:00:00,20:34
8593,,2020-12-24 00:00:00,24-12-2020 01:51,19,207,7,24,0,5,1,9,0,,01:51
8594,,2020-12-24 01:00:00,24-12-2020 12:28,7,137,8,11,0,2,0,8,1,2021-03-11 18:00:00,12:28
8595,,2020-12-24 02:00:00,24-12-2020 09:02,0,243,17,21,1,4,1,5,1,2021-01-07 11:00:00,09:02
8596,,2020-12-24 03:00:00,24-12-2020 12:07,24,179,17,12,1,5,1,9,0,,12:07
8597,,2020-12-24 04:00:00,24-12-2020 10:17,7,386,18,20,0,0,2,10,1,2020-12-25 22:00:00,10:17
8598,,2020-12-24 05:00:00,24-12-2020 16:45,8,254,19,76,0,0,1,6,0,,16:45
8599,,2020-12-24 06:00:00,24-12-2020 13:48,5,379,5,37,0,4,3,7,0,,13:48
8600,,2020-12-24 07:00:00,25-12-2020 02:14,5,170,16,35,0,5,3,16,0,,02:14
8601,,2020-12-24 08:00:00,24-12-2020 11:40,2,554,3,40,1,1,1,19,0,,11:40
8602,,2020-12-24 09:00:00,24-12-2020 22:35,14,325,7,56,0,0,1,3,1,2021-02-28 22:00:00,22:35
8603,,2020-12-24 10:00:00,25-12-2020 02:53,14,139,11,67,1,4,3,16,1,2021-03-05 07:00:00,02:53
8604,,2020-12-24 11:00:00,24-12-2020 20:54,5,598,20,42,1,4,3,10,0,,20:54
8605,,2020-12-24 12:00:00,25-12-2020 03:14,8,267,4,44,1,5,1,7,0,,03:14
8606,,2020-12-24 13:00:00,24-12-2020 20:41,22,113,7,71,0,4,1,3,0,,20:41
8607,,2020-12-24 14:00:00,24-12-2020 18:23,0,526,0,63,0,0,0,11,0,,18:23
8608,,2020-12-24 15:00:00,24-12-2020 17:09,18,189,17,20,0,4,1,3,1,2021-01-14 01:00:00,17:09
8609,,2020-12-24 16:00:00,24-12-2020 19:10,14,435,3,20,1,2,1,2,0,,19:10
8610,,2020-12-24 17:00:00,24-12-2020 20:29,10,168,18,38,0,6,2,18,0,,20:29
8611,,2020-12-24 18:00:00,25-12-2020 12:58,8,208,16,51,0,2,3,2,1,2022-12-09 01:00:00,12:58
8612,,2020-12-24 19:00:00,25-12-2020 08:59,5,366,16,71,0,0,3,11,0,,08:59
8613,,2020-12-24 20:00:00,25-12-2020 14:42,17,397,7,23,1,5,1,5,1,2021-02-26 16:00:00,14:42
8614,,2020-12-24 21:00:00,25-12-2020 16:06,1,121,10,50,0,6,1,7,1,2022-01-16 10:00:00,16:06
8615,,2020-12-24 22:00:00,25-12-2020 03:53,27,187,7,23,0,3,1,8,1,2021-02-18 15:00:00,03:53
8616,,2020-12-24 23:00:00,25-12-2020 07:47,24,272,6,74,0,3,1,15,0,,07:47
8617,,2020-12-25 00:00:00,25-12-2020 03:58,3,154,0,62,1,4,0,8,0,,03:58
8618,,2020-12-25 01:00:00,25-12-2020 13:41,2,261,10,78,1,4,1,9,0,,13:41
8619,,2020-12-25 02:00:00,25-12-2020 19:12,7,253,17,26,0,1,1,1,1,2021-03-09 12:00:00,19:12
8620,,2020-12-25 03:00:00,25-12-2020 18:12,13,102,11,65,0,5,3,12,1,2021-01-24 05:00:00,18:12
8621,,2020-12-25 04:00:00,25-12-2020 23:24,2,133,12,65,0,0,1,8,1,2021-01-21 02:00:00,23:24
8622,,2020-12-25 05:00:00,25-12-2020 19:32,13,476,4,68,1,1,1,14,0,,19:32
8623,,2020-12-25 06:00:00,26-12-2020 00:06,28,438,18,47,1,3,2,18,1,2020-12-27 13:00:00,00:06
8624,,2020-12-25 07:00:00,25-12-2020 10:39,4,474,4,23,1,5,1,14,0,,10:39
8625,,2020-12-25 08:00:00,25-12-2020 09:27,11,447,17,19,0,6,1,10,1,2021-01-13 05:00:00,09:27
8626,,2020-12-25 09:00:00,25-12-2020 16:34,2,596,14,45,0,2,1,2,0,,16:34
8627,,2020-12-25 10:00:00,25-12-2020 15:24,22,358,9,23,0,5,1,15,0,,15:24
8628,,2020-12-25 11:00:00,25-12-2020 11:41,5,432,11,17,1,6,3,4,1,2021-02-25 10:00:00,11:41
8629,,2020-12-25 12:00:00,26-12-2020 01:28,8,177,8,17,0,5,0,13,1,2021-03-13 22:00:00,01:28
8630,,2020-12-25 13:00:00,25-12-2020 15:46,17,249,1,68,0,6,3,8,1,2021-01-04 00:00:00,15:46
8631,,2020-12-25 14:00:00,26-12-2020 04:49,11,395,4,25,0,5,1,10,1,2021-03-13 18:00:00,04:49
8632,,2020-12-25 15:00:00,26-12-2020 07:25,17,439,4,34,1,6,1,11,0,,07:25
8633,,2020-12-25 16:00:00,26-12-2020 04:47,1,533,6,73,0,4,1,17,0,,04:47
8634,,2020-12-25 17:00:00,25-12-2020 19:42,26,344,0,40,0,0,0,3,0,,19:42
8635,,2020-12-25 18:00:00,26-12-2020 07:11,5,480,5,52,0,1,3,18,0,,07:11
8636,,2020-12-25 19:00:00,26-12-2020 05:15,1,417,20,74,1,3,3,9,1,2021-03-02 10:00:00,05:15
8637,,2020-12-25 20:00:00,26-12-2020 05:47,1,109,0,59,0,5,0,16,0,,05:47
8638,,2020-12-25 21:00:00,26-12-2020 06:23,6,423,19,68,1,3,1,14,1,2021-03-16 07:00:00,06:23
8639,,2020-12-25 22:00:00,26-12-2020 01:31,1,197,20,25,0,3,3,7,1,2021-03-15 04:00:00,01:31
8640,,2020-12-25 23:00:00,26-12-2020 01:29,17,463,17,75,1,1,1,4,1,2021-03-20 19:00:00,01:29
8641,,2020-12-26 00:00:00,26-12-2020 13:47,13,481,18,37,1,5,2,13,0,,13:47
8642,,2020-12-26 01:00:00,26-12-2020 11:22,10,146,7,67,1,5,1,8,1,2021-01-05 16:00:00,11:22
8643,,2020-12-26 02:00:00,26-12-2020 20:50,2,114,17,59,0,3,1,6,1,2021-03-20 09:00:00,20:50
8644,,2020-12-26 03:00:00,26-12-2020 19:19,21,106,16,32,0,1,3,9,0,,19:19
8645,,2020-12-26 04:00:00,26-12-2020 20:40,9,109,4,23,0,6,1,10,0,,20:40
8646,,2020-12-26 05:00:00,27-12-2020 04:31,8,103,8,29,0,3,0,5,1,2021-03-07 02:00:00,04:31
8647,,2020-12-26 06:00:00,26-12-2020 22:57,2,103,1,67,0,5,3,8,1,2021-01-22 05:00:00,22:57
8648,,2020-12-26 07:00:00,27-12-2020 02:27,21,386,5,12,1,2,3,16,0,,02:27
8649,,2020-12-26 08:00:00,26-12-2020 15:57,1,588,2,26,0,1,1,7,0,,15:57
8650,,2020-12-26 09:00:00,26-12-2020 22:42,25,259,2,15,1,1,1,5,1,2021-05-01 17:00:00,22:42
8651,,2020-12-26 10:00:00,27-12-2020 04:33,5,391,14,13,0,1,1,12,0,,04:33
8652,,2020-12-26 11:00:00,26-12-2020 21:09,4,270,2,36,0,2,1,11,1,2021-06-22 20:00:00,21:09
8653,,2020-12-26 12:00:00,27-12-2020 01:08,21,182,19,39,0,6,1,17,1,2021-03-02 05:00:00,01:08
8654,,2020-12-26 13:00:00,27-12-2020 05:14,5,299,0,40,0,6,0,1,1,2021-02-02 01:00:00,05:14
8655,,2020-12-26 14:00:00,27-12-2020 05:07,17,170,8,47,0,3,0,8,1,2021-02-11 19:00:00,05:07
8656,,2020-12-26 15:00:00,27-12-2020 09:04,4,239,4,23,0,0,1,18,0,,09:04
8657,,2020-12-26 16:00:00,26-12-2020 22:44,8,243,20,44,0,0,3,4,0,,22:44
8658,,2020-12-26 17:00:00,26-12-2020 21:53,8,194,11,51,0,4,3,5,0,,21:53
8659,,2020-12-26 18:00:00,27-12-2020 15:30,5,527,19,40,0,6,1,7,0,,15:30
8660,,2020-12-26 19:00:00,27-12-2020 12:45,2,102,6,56,0,5,1,15,1,2021-01-27 20:00:00,12:45
8661,,2020-12-26 20:00:00,27-12-2020 17:24,27,191,16,20,0,0,3,8,1,2021-11-13 17:00:00,17:24
8662,,2020-12-26 21:00:00,27-12-2020 00:20,7,484,9,24,1,1,1,9,1,2021-03-13 07:00:00,00:20
8663,,2020-12-26 22:00:00,27-12-2020 10:56,13,229,1,34,1,4,3,16,0,,10:56
8664,,2020-12-26 23:00:00,27-12-2020 02:34,18,369,5,36,0,3,3,4,1,2021-01-31 11:00:00,02:34
8665,,2020-12-27 00:00:00,27-12-2020 21:52,8,388,16,28,0,6,3,7,0,,21:52
8666,,2020-12-27 01:00:00,27-12-2020 21:23,5,130,9,53,0,2,1,13,0,,21:23
8667,,2020-12-27 02:00:00,27-12-2020 09:23,20,277,11,27,0,6,3,13,0,,09:23
8668,,2020-12-27 03:00:00,28-12-2020 00:35,10,459,3,70,1,4,1,1,1,2021-01-10 14:00:00,00:35
8669,,2020-12-27 04:00:00,27-12-2020 22:54,15,256,9,24,0,2,1,18,0,,22:54
8670,,2020-12-27 05:00:00,27-12-2020 06:43,21,411,7,53,0,6,1,4,0,,06:43
8671,,2020-12-27 06:00:00,27-12-2020 18:44,3,505,6,15,0,5,1,5,1,2021-03-12 16:00:00,18:44
8672,,2020-12-27 07:00:00,27-12-2020 16:59,2,249,14,66,0,6,1,8,1,2021-01-06 23:00:00,16:59
8673,,2020-12-27 08:00:00,27-12-2020 17:41,4,525,15,78,0,5,3,14,1,2021-03-22 16:00:00,17:41
8674,,2020-12-27 09:00:00,28-12-2020 04:02,27,138,4,48,0,4,1,19,0,,04:02
8675,,2020-12-27 10:00:00,27-12-2020 20:26,25,239,18,62,0,1,2,5,0,,20:26
8676,,2020-12-27 11:00:00,27-12-2020 19:20,28,498,8,22,1,5,0,19,1,2021-02-05 18:00:00,19:20
8677,,2020-12-27 12:00:00,27-12-2020 18:58,14,323,0,58,0,3,0,13,0,,18:58
8678,,2020-12-27 13:00:00,27-12-2020 17:09,4,159,2,26,0,3,1,1,0,,17:09
8679,,2020-12-27 14:00:00,28-12-2020 09:53,4,498,10,37,1,2,1,6,0,,09:53
8680,,2020-12-27 15:00:00,28-12-2020 09:05,14,229,10,22,0,2,1,4,1,2021-07-24 14:00:00,09:05
8681,,2020-12-27 16:00:00,28-12-2020 14:58,5,548,8,70,0,2,0,12,1,2021-02-26 17:00:00,14:58
8682,,2020-12-27 17:00:00,28-12-2020 06:09,4,513,7,38,0,0,1,5,1,2021-01-09 15:00:00,06:09
8683,,2020-12-27 18:00:00,28-12-2020 07:00,2,146,19,15,0,2,1,6,1,2021-03-25 07:00:00,07:00
8684,,2020-12-27 19:00:00,27-12-2020 21:29,6,512,1,10,0,1,3,16,1,2021-01-22 04:00:00,21:29
8685,,2020-12-27 20:00:00,28-12-2020 16:59,8,530,17,56,1,1,1,5,1,2021-02-19 19:00:00,16:59
8686,,2020-12-27 21:00:00,28-12-2020 15:32,14,429,4,78,0,6,1,11,0,,15:32
8687,,2020-12-27 22:00:00,28-12-2020 00:00,5,555,3,67,0,5,1,19,1,2021-02-01 11:00:00,00:00
8688,,2020-12-27 23:00:00,28-12-2020 16:28,13,135,20,47,0,6,3,7,1,2021-01-26 16:00:00,16:28
8689,,2020-12-28 00:00:00,28-12-2020 19:06,8,361,5,16,0,5,3,5,1,2021-02-13 21:00:00,19:06
8690,,2020-12-28 01:00:00,29-12-2020 00:31,4,100,16,72,1,2,3,17,0,,00:31
8691,,2020-12-28 02:00:00,28-12-2020 13:36,7,564,5,62,1,1,3,12,1,2021-02-06 18:00:00,13:36
8692,,2020-12-28 03:00:00,28-12-2020 03:52,17,167,4,47,1,4,1,4,0,,03:52
8693,,2020-12-28 04:00:00,28-12-2020 22:27,7,199,0,61,1,2,0,7,0,,22:27
8694,,2020-12-28 05:00:00,29-12-2020 03:14,5,411,5,76,1,3,3,19,0,,03:14
8695,,2020-12-28 06:00:00,29-12-2020 01:29,8,195,2,18,0,0,1,1,1,2021-02-04 19:00:00,01:29
8696,,2020-12-28 07:00:00,28-12-2020 09:01,22,469,5,62,1,5,3,7,1,2021-02-23 18:00:00,09:01
8697,,2020-12-28 08:00:00,28-12-2020 15:37,21,392,2,75,0,6,1,15,0,,15:37
8698,,2020-12-28 09:00:00,28-12-2020 23:58,5,232,9,13,1,6,1,15,0,,23:58
8699,,2020-12-28 10:00:00,28-12-2020 19:49,3,324,9,57,1,5,1,14,1,2021-01-21 06:00:00,19:49
8700,,2020-12-28 11:00:00,28-12-2020 21:29,24,121,17,52,0,1,1,4,0,,21:29
8701,,2020-12-28 12:00:00,29-12-2020 06:57,2,443,12,23,0,1,1,15,0,,06:57
8702,,2020-12-28 13:00:00,29-12-2020 01:06,10,406,0,29,0,6,0,7,1,2021-02-15 03:00:00,01:06
8703,,2020-12-28 14:00:00,29-12-2020 01:01,21,211,14,71,0,4,1,12,1,2021-01-08 12:00:00,01:01
8704,,2020-12-28 15:00:00,28-12-2020 20:57,13,172,9,38,1,3,1,9,0,,20:57
8705,,2020-12-28 16:00:00,29-12-2020 07:25,5,392,0,76,1,5,0,14,0,,07:25
8706,,2020-12-28 17:00:00,29-12-2020 01:09,20,373,4,38,0,1,1,9,1,2021-03-24 04:00:00,01:09
8707,,2020-12-28 18:00:00,29-12-2020 11:00,8,570,10,59,1,2,1,2,0,,11:00
8708,,2020-12-28 19:00:00,29-12-2020 07:31,26,510,13,48,0,1,1,18,0,,07:31
8709,,2020-12-28 20:00:00,29-12-2020 11:21,18,286,3,43,0,5,1,17,1,2021-02-24 11:00:00,11:21
8710,,2020-12-28 21:00:00,29-12-2020 14:40,11,447,18,61,0,3,2,13,1,2021-01-03 15:00:00,14:40
8711,,2020-12-28 22:00:00,29-12-2020 07:55,21,364,17,51,0,1,1,8,1,2021-02-20 17:00:00,07:55
8712,,2020-12-28 23:00:00,29-12-2020 13:56,25,346,14,74,0,4,1,4,0,,13:56
8713,,2020-12-29 00:00:00,29-12-2020 11:43,5,550,1,61,0,5,3,7,0,,11:43
8714,,2020-12-29 01:00:00,29-12-2020 12:45,18,102,16,76,0,1,3,14,0,,12:45
8715,,2020-12-29 02:00:00,29-12-2020 14:56,10,200,0,74,0,0,0,8,1,2021-03-12 19:00:00,14:56
8716,,2020-12-29 03:00:00,29-12-2020 18:20,5,360,20,50,1,4,3,9,0,,18:20
8717,2021-01-01 03:00:00,2020-12-29 04:00:00,29-12-2020 22:15,2,504,3,39,1,6,1,9,0,,22:15
8718,,2020-12-29 05:00:00,30-12-2020 02:26,26,100,9,66,0,3,1,3,0,,02:26
8719,,2020-12-29 06:00:00,29-12-2020 21:44,3,272,1,64,1,1,3,10,1,2021-01-10 04:00:00,21:44
8720,,2020-12-29 07:00:00,29-12-2020 16:58,3,230,20,75,0,4,3,1,1,2021-02-28 10:00:00,16:58
8721,2021-01-01 02:00:00,2020-12-29 08:00:00,30-12-2020 00:55,5,354,20,52,0,5,3,2,1,2021-03-13 02:00:00,00:55
8722,,2020-12-29 09:00:00,29-12-2020 20:30,17,296,5,16,0,2,3,15,1,2021-02-10 08:00:00,20:30
8723,,2020-12-29 10:00:00,29-12-2020 20:03,2,171,11,79,0,1,3,8,1,2021-03-21 14:00:00,20:03
8724,,2020-12-29 11:00:00,30-12-2020 09:23,17,259,7,20,0,5,1,12,1,2021-03-01 14:00:00,09:23
8725,2021-01-01 10:00:00,2020-12-29 12:00:00,29-12-2020 23:09,17,106,4,67,1,6,1,6,1,2021-02-26 10:00:00,23:09
8726,,2020-12-29 13:00:00,29-12-2020 17:01,8,130,18,32,1,0,2,3,0,,17:01
8727,,2020-12-29 14:00:00,30-12-2020 06:49,5,213,10,78,0,4,1,7,1,2021-07-05 03:00:00,06:49
8728,2021-01-01 09:00:00,2020-12-29 15:00:00,30-12-2020 04:58,5,406,5,15,1,5,3,1,0,,04:58
8729,,2020-12-29 16:00:00,30-12-2020 12:36,17,421,12,64,0,5,1,15,1,2021-02-14 23:00:00,12:36
8730,2021-01-01 13:00:00,2020-12-29 17:00:00,30-12-2020 01:32,2,417,13,74,1,3,1,7,0,,01:32
8731,,2020-12-29 18:00:00,30-12-2020 17:44,17,535,0,30,1,4,0,2,1,2021-01-20 15:00:00,17:44
8732,,2020-12-29 19:00:00,30-12-2020 04:53,19,175,9,70,0,1,1,4,1,2021-03-16 09:00:00,04:53
8733,,2020-12-29 20:00:00,30-12-2020 11:23,18,304,14,18,0,4,1,9,0,,11:23
8734,,2020-12-29 21:00:00,29-12-2020 21:41,8,589,10,37,0,5,1,3,1,2022-04-27 04:00:00,21:41
8735,2021-01-01 10:00:00,2020-12-29 22:00:00,30-12-2020 12:47,13,567,14,55,1,6,1,17,0,,12:47
8736,2021-01-01 16:00:00,2020-12-29 23:00:00,30-12-2020 01:50,17,253,1,66,0,0,3,1,1,2021-02-07 16:00:00,01:50
8737,,2020-12-30 00:00:00,30-12-2020 12:51,8,518,5,13,1,1,3,4,0,,12:51
8738,,2020-12-30 01:00:00,30-12-2020 22:44,13,447,13,16,1,1,1,19,0,,22:44
8739,,2020-12-30 02:00:00,30-12-2020 23:33,17,441,8,56,0,1,0,7,0,,23:33
8740,,2020-12-30 03:00:00,30-12-2020 17:27,15,305,19,56,1,4,1,7,0,,17:27
8741,2021-02-01 03:00:00,2020-12-30 04:00:00,30-12-2020 19:08,8,390,12,51,0,2,1,19,1,2021-02-18 03:00:00,19:08
8742,2021-01-01 03:00:00,2020-12-30 05:00:00,30-12-2020 05:20,8,173,4,65,0,6,1,4,1,2021-03-17 03:00:00,05:20
8743,2021-01-01 17:00:00,2020-12-30 06:00:00,30-12-2020 11:18,8,565,18,36,0,2,2,9,1,2021-01-19 17:00:00,11:18
8744,,2020-12-30 07:00:00,30-12-2020 17:48,2,162,17,38,0,5,1,16,0,,17:48
8745,,2020-12-30 08:00:00,30-12-2020 23:08,1,579,2,33,0,6,1,14,0,,23:08
8746,,2020-12-30 09:00:00,30-12-2020 09:18,13,112,18,69,0,0,2,6,0,,09:18
8747,,2020-12-30 10:00:00,31-12-2020 05:59,8,238,5,68,1,4,3,6,0,,05:59
8748,2021-01-01 04:00:00,2020-12-30 11:00:00,31-12-2020 06:28,18,151,6,62,0,4,1,15,1,2021-03-18 04:00:00,06:28
8749,,2020-12-30 12:00:00,31-12-2020 06:39,5,135,3,63,0,1,1,6,1,2021-01-22 17:00:00,06:39
8750,,2020-12-30 13:00:00,30-12-2020 18:02,14,155,19,51,0,4,1,6,0,,18:02
8751,,2020-12-30 14:00:00,31-12-2020 12:08,17,528,6,45,0,0,1,14,1,2021-03-04 00:00:00,12:08
